# *******************************************************************************
# Ephemeris / WWW_USER Mon Mar 21 09:19:23 2016 Pasadena, USA      / Horizons    
# *******************************************************************************
# Target body name: Spitzer Space Telescope (-79)   {source: sst}
# Center body name: Earth (399)                     {source: sst}
# Center-site name: (user defined site below)
# *******************************************************************************
# Start time      : A.D. 2012-Jan-01 00:00:00.0000 TDB
# Stop  time      : A.D. 2017-Dec-31 00:00:00.0000 TDB
# Step-size       : 720 minutes
# *******************************************************************************
# Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
# Center cylindric: 0.00000000,6378.13700,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
# Center pole/equ : High-precision EOP model        {East-longitude +}
# Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
# Output units    : AU-D                                                         
# Output format   : 02
# Reference frame : ICRF/J2000.0                                                 
# EOP file        : eop.160318.p160609                                           
# EOP coverage    : DATA-BASED 1962-JAN-20 TO 2016-MAR-18. PREDICTS-> 2016-JUN-08
# Output type     : GEOMETRIC cartesian states
# Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
# *******************************************************************************
2455927.500000000 = A.D. 2012-Jan-01 00:00:00.0000    9.716522507396061E-01 -3.437394420971597E-01  2.001889651266476E-02    6.925235858748110E-03  1.635200436755033E-02  2.745221838817888E-05
2455928.000000000 = A.D. 2012-Jan-01 12:00:00.0000    9.749329700989252E-01 -3.354911906056548E-01  2.000758978353638E-02    6.256428544436947E-03  1.633037524955375E-02  6.181961172431347E-05
2455928.500000000 = A.D. 2012-Jan-02 00:00:00.0000    9.781737392439932E-01 -3.273659767427365E-01  2.006159746690730E-02    6.644753153903092E-03  1.648021071109420E-02  1.992203416263345E-05
2455929.000000000 = A.D. 2012-Jan-02 12:00:00.0000    9.813128825842865E-01 -3.190565827526529E-01  2.004753662224636E-02    5.976423256115569E-03  1.644771010330423E-02  5.790427932933824E-05
2455929.500000000 = A.D. 2012-Jan-03 00:00:00.0000    9.844143746065541E-01 -3.108709991608824E-01  2.009857276075902E-02    6.361854335349464E-03  1.660333519560117E-02  1.240052908920446E-05
2455930.000000000 = A.D. 2012-Jan-03 12:00:00.0000    9.874107943434194E-01 -3.025030234149499E-01  2.008176968331350E-02    5.694224452199755E-03  1.655997559395912E-02  5.398812846208584E-05
2455930.500000000 = A.D. 2012-Jan-04 00:00:00.0000    9.903718850118133E-01 -2.942595924459210E-01  2.012982774302283E-02    6.076672089718194E-03  1.672134844030973E-02  4.893318176005265E-06
2455931.000000000 = A.D. 2012-Jan-04 12:00:00.0000    9.932244999059431E-01 -2.858356088835968E-01  2.011029682398302E-02    5.409963357189350E-03  1.666714811722758E-02  5.007572656161831E-05
2455931.500000000 = A.D. 2012-Jan-05 00:00:00.0000    9.960441302731879E-01 -2.775368645509492E-01  2.015537286958625E-02    5.789338021733779E-03  1.683422795073901E-02 -2.593977822076699E-06
2455932.000000000 = A.D. 2012-Jan-05 12:00:00.0000    9.987519253313173E-01 -2.690594566514752E-01  2.013313095287734E-02    5.123771457876405E-03  1.676921176897733E-02  4.617134594047972E-05
2455932.500000000 = A.D. 2012-Jan-06 00:00:00.0000    1.001429101892609E+00 -2.607079404246003E-01  2.017522339752012E-02    5.499984149536356E-03  1.694196018115253E-02 -1.005629750668380E-05
2455933.000000000 = A.D. 2012-Jan-06 12:00:00.0000    1.003991128174310E+00 -2.521796963984245E-01  2.015028948403937E-02    4.835779294111772E-03  1.686616088426202E-02  4.227873757533252E-05
2455933.500000000 = A.D. 2012-Jan-07 00:00:00.0000    1.006524922186715E+00 -2.437779518240196E-01  2.018939883169054E-02    5.208740492877273E-03  1.704454294919541E-02 -1.748929557978771E-05
2455934.000000000 = A.D. 2012-Jan-07 12:00:00.0000    1.008940295636074E+00 -2.352014586759425E-01  2.016179373272296E-02    4.546114484189694E-03  1.695800218274495E-02  3.840097141499903E-05
2455934.500000000 = A.D. 2012-Jan-08 00:00:00.0000    1.011329841256740E+00 -2.267520249294725E-01  2.019792228374059E-02    4.915732611988692E-03  1.714198742904837E-02 -2.488905135389284E-05
2455935.000000000 = A.D. 2012-Jan-08 12:00:00.0000    1.013597739876687E+00 -2.181298615733021E-01  2.016766829255525E-02    4.254897821068240E-03  1.704475646553045E-02  3.454026793428230E-05
2455935.500000000 = A.D. 2012-Jan-09 00:00:00.0000    1.015842230142586E+00 -2.096352664023847E-01  2.020081958019152E-02    4.621076665951706E-03  1.723431900292674E-02 -3.225303631956076E-05
2455936.000000000 = A.D. 2012-Jan-09 12:00:00.0000    1.017961888625185E+00 -2.009699967235899E-01  2.016793975686516E-02    3.962237938019619E-03  1.712645784855703E-02  3.069729576516819E-05
2455936.500000000 = A.D. 2012-Jan-10 00:00:00.0000    1.020060568666236E+00 -1.924327500379100E-01  2.019811774762971E-02    4.324873809180296E-03  1.732157520308121E-02 -3.958044833264557E-05
2455937.000000000 = A.D. 2012-Jan-10 12:00:00.0000    1.022031270136510E+00 -1.837269172175648E-01  2.016263498547888E-02    3.668225612418714E-03  1.720315097048683E-02  2.687079565781044E-05
2455937.500000000 = A.D. 2012-Jan-11 00:00:00.0000    1.023983427664707E+00 -1.751495064491375E-01  2.018984305953197E-02    4.027205100743546E-03  1.740380150759248E-02 -4.687255590839503E-05
2455938.000000000 = A.D. 2012-Jan-11 12:00:00.0000    1.025804493151282E+00 -1.664056297189871E-01  2.015177903959517E-02    3.372929608818838E-03  1.727488530787640E-02  2.305740939395457E-05
